,filename,rec_id,digit,length
38,speech_commands_v0.01/zero/c0445658_nohash_4.wav,484795296772837535,zero,8000
39,speech_commands_v0.01/zero/e1469561_nohash_1.wav,4630951073783037691,zero,8000
40,speech_commands_v0.01/zero/36050ef3_nohash_4.wav,-2489650939090019810,zero,8000
41,speech_commands_v0.01/zero/3143fdff_nohash_0.wav,-2280020094218366266,zero,8000
42,speech_commands_v0.01/zero/c1d39ce8_nohash_6.wav,7264152361027779439,zero,8000
43,speech_commands_v0.01/zero/69f609ec_nohash_0.wav,8533701858414991263,zero,8000
44,speech_commands_v0.01/zero/9080f6d3_nohash_0.wav,8642264747000722329,zero,8000
45,speech_commands_v0.01/zero/da1d320c_nohash_1.wav,2002884776558637887,zero,8000
46,speech_commands_v0.01/zero/9aa21fa9_nohash_1.wav,-4475898723944218164,zero,8000
47,speech_commands_v0.01/zero/9a8d8d34_nohash_0.wav,4608209158321322127,zero,6688
48,speech_commands_v0.01/zero/0e17f595_nohash_1.wav,-7183682618093451740,zero,8000
49,speech_commands_v0.01/zero/1b755c65_nohash_0.wav,8140792599389600571,zero,8000
50,speech_commands_v0.01/zero/6ef76186_nohash_0.wav,-7357744657453104291,zero,8000
51,speech_commands_v0.01/zero/5c8af87a_nohash_0.wav,-4957039012822098840,zero,8000
52,speech_commands_v0.01/zero/ba770f9b_nohash_0.wav,8913043544926868748,zero,8000
53,speech_commands_v0.01/zero/76424fa5_nohash_0.wav,4644389395981630453,zero,8000
54,speech_commands_v0.01/zero/7fd25f7c_nohash_2.wav,-5601424168823698506,zero,8000
55,speech_commands_v0.01/zero/c634a189_nohash_4.wav,-7254330853082180868,zero,8000
56,speech_commands_v0.01/zero/aa48c94a_nohash_0.wav,1050628135226944980,zero,8000
57,speech_commands_v0.01/zero/3aa6f4e2_nohash_0.wav,-4571713229847638329,zero,8000
58,speech_commands_v0.01/zero/64f83f0e_nohash_0.wav,8136599261643603277,zero,6827
59,speech_commands_v0.01/zero/b544d4fd_nohash_0.wav,-5492277302988892771,zero,8000
60,speech_commands_v0.01/zero/299c14b1_nohash_0.wav,-4255053911975707360,zero,8000
61,speech_commands_v0.01/zero/591d32f3_nohash_0.wav,-1435550708655160505,zero,8000
62,speech_commands_v0.01/zero/31d68957_nohash_0.wav,-4891614987290685787,zero,8000
63,speech_commands_v0.01/zero/f104f742_nohash_1.wav,701137484173109924,zero,8000
64,speech_commands_v0.01/zero/d90b4138_nohash_4.wav,7969694960369260601,zero,8000
65,speech_commands_v0.01/zero/9d8ac38b_nohash_1.wav,-3537420494284247703,zero,8000
66,speech_commands_v0.01/zero/eb3f7d82_nohash_1.wav,2272333524637626678,zero,8000
67,speech_commands_v0.01/zero/ce9410da_nohash_0.wav,-1938017329698890754,zero,8000
68,speech_commands_v0.01/zero/421ed23f_nohash_0.wav,6471686614645881036,zero,8000
69,speech_commands_v0.01/zero/888a0c49_nohash_4.wav,-6242720189865025048,zero,8000
70,speech_commands_v0.01/zero/b087aa0e_nohash_1.wav,2072745743013787455,zero,7802
71,speech_commands_v0.01/zero/9f22307d_nohash_1.wav,-7761518320844856724,zero,8000
72,speech_commands_v0.01/zero/0819edb0_nohash_0.wav,-5563221855494156817,zero,8000
73,speech_commands_v0.01/zero/f5e5e8b0_nohash_2.wav,-5885831585644023326,zero,8000
74,speech_commands_v0.01/zero/dce05676_nohash_0.wav,494013156459032227,zero,8000
75,speech_commands_v0.01/zero/9e6bb505_nohash_0.wav,1687488972085058203,zero,8000
76,speech_commands_v0.01/zero/90b0b91a_nohash_1.wav,-5279225251421838715,zero,8000
77,speech_commands_v0.01/zero/df1d5024_nohash_2.wav,7631664773168050722,zero,8000
78,speech_commands_v0.01/zero/c1e0e8e3_nohash_2.wav,8072006996816946401,zero,8000
79,speech_commands_v0.01/zero/3f2b358d_nohash_2.wav,-592865711782396952,zero,8000
80,speech_commands_v0.01/zero/8c7b691a_nohash_1.wav,3892771504642562613,zero,8000
81,speech_commands_v0.01/zero/cc6ee39b_nohash_4.wav,-1889605903403265944,zero,8000
82,speech_commands_v0.01/zero/620ff0fa_nohash_0.wav,-1205382538811217719,zero,6688
83,speech_commands_v0.01/zero/c7124b73_nohash_0.wav,-4952964351389223720,zero,8000
84,speech_commands_v0.01/zero/1df483c0_nohash_0.wav,4469101696100622189,zero,8000
85,speech_commands_v0.01/zero/c7124b73_nohash_1.wav,6787597967604211820,zero,8000
86,speech_commands_v0.01/zero/5ac04a92_nohash_0.wav,-538321206194182499,zero,8000
87,speech_commands_v0.01/zero/620ff0fa_nohash_1.wav,-6577722789902792774,zero,8000
88,speech_commands_v0.01/zero/8c7b691a_nohash_0.wav,-8227824291396636964,zero,7510
89,speech_commands_v0.01/zero/b36c27c2_nohash_2.wav,-1979554645695996138,zero,8000
90,speech_commands_v0.01/zero/c1e0e8e3_nohash_3.wav,8706943628136325508,zero,8000
91,speech_commands_v0.01/zero/df1d5024_nohash_3.wav,5547510954238558991,zero,8000
92,speech_commands_v0.01/zero/90b0b91a_nohash_0.wav,-8259566640210535427,zero,8000
93,speech_commands_v0.01/zero/9f22307d_nohash_0.wav,-2998468245955851789,zero,8000
94,speech_commands_v0.01/zero/b087aa0e_nohash_0.wav,-738566409555387038,zero,8000
95,speech_commands_v0.01/zero/9e6bb505_nohash_1.wav,7974542516652949135,zero,8000
96,speech_commands_v0.01/zero/0819edb0_nohash_1.wav,2800943096868917516,zero,8000
97,speech_commands_v0.01/zero/2cf28b70_nohash_0.wav,-6423843099233688587,zero,8000
98,speech_commands_v0.01/zero/eb3f7d82_nohash_0.wav,-5113135409802801384,zero,8000
99,speech_commands_v0.01/zero/9d8ac38b_nohash_0.wav,-4567246319773396022,zero,8000
100,speech_commands_v0.01/zero/6f5eea74_nohash_0.wav,6130377709351998456,zero,8000
101,speech_commands_v0.01/zero/bf4af1af_nohash_0.wav,-4147446069540507667,zero,8000
102,speech_commands_v0.01/zero/421ed23f_nohash_1.wav,1328491527937750019,zero,8000
103,speech_commands_v0.01/zero/f104f742_nohash_0.wav,-2141987835310998745,zero,8000
104,speech_commands_v0.01/zero/5b09db89_nohash_4.wav,2996210425044721380,zero,8000
105,speech_commands_v0.01/zero/31d68957_nohash_1.wav,6516058333618736108,zero,8000
106,speech_commands_v0.01/zero/9a4d12fd_nohash_0.wav,2704274740755575301,zero,8000
107,speech_commands_v0.01/zero/ccfd721c_nohash_2.wav,6040224774636325645,zero,8000
108,speech_commands_v0.01/zero/299c14b1_nohash_1.wav,-6007000913123248130,zero,8000
109,speech_commands_v0.01/zero/3aa6f4e2_nohash_1.wav,9050800222369247547,zero,8000
110,speech_commands_v0.01/zero/46a153d8_nohash_4.wav,5948032903209127641,zero,8000
111,speech_commands_v0.01/zero/7fd25f7c_nohash_3.wav,-2101774061616627007,zero,8000
112,speech_commands_v0.01/zero/5c8af87a_nohash_1.wav,6167103710566126104,zero,8000
113,speech_commands_v0.01/zero/0e17f595_nohash_0.wav,-5928458751503076235,zero,8000
114,speech_commands_v0.01/zero/9aa21fa9_nohash_0.wav,5567902627924969473,zero,8000
115,speech_commands_v0.01/zero/da1d320c_nohash_0.wav,282475856829511677,zero,8000
116,speech_commands_v0.01/zero/39a12648_nohash_4.wav,-8291297062691841717,zero,8000
117,speech_commands_v0.01/zero/e1469561_nohash_0.wav,3926365697999752769,zero,8000
118,speech_commands_v0.01/zero/44260689_nohash_2.wav,-5506277394859886740,zero,8000
119,speech_commands_v0.01/zero/4634529e_nohash_2.wav,-4609663251452355549,zero,8000
120,speech_commands_v0.01/zero/471a0925_nohash_4.wav,-652263726565996316,zero,8000
121,speech_commands_v0.01/zero/11b1df78_nohash_0.wav,-3291680714190055897,zero,8000
122,speech_commands_v0.01/zero/c1d39ce8_nohash_7.wav,-6540042721847063619,zero,8000
123,speech_commands_v0.01/zero/3143fdff_nohash_1.wav,7263105987141390866,zero,8000
124,speech_commands_v0.01/zero/1b63157b_nohash_0.wav,8016085780142701394,zero,8000
125,speech_commands_v0.01/zero/36050ef3_nohash_5.wav,4981060743906331203,zero,8000
126,speech_commands_v0.01/zero/b43c8f2f_nohash_0.wav,8647263938980053290,zero,8000
127,speech_commands_v0.01/zero/7257420c_nohash_0.wav,6379432047489869109,zero,8000
128,speech_commands_v0.01/zero/a9b574b3_nohash_0.wav,6865405996896963111,zero,8000
129,speech_commands_v0.01/zero/96a48d28_nohash_4.wav,-2565250457000651567,zero,8000
130,speech_commands_v0.01/zero/1ba20be2_nohash_0.wav,2538613012206605751,zero,8000
131,speech_commands_v0.01/zero/5ab63b0a_nohash_1.wav,8252951209851528406,zero,8000
132,speech_commands_v0.01/zero/712e4d58_nohash_3.wav,-160960713269732823,zero,8000
133,speech_commands_v0.01/zero/3477fab6_nohash_1.wav,2353066997839023057,zero,8000
134,speech_commands_v0.01/zero/a6d586b7_nohash_0.wav,-2566834696059145399,zero,8000
135,speech_commands_v0.01/zero/bdb26021_nohash_0.wav,938356602508803944,zero,8000
136,speech_commands_v0.01/zero/dd086776_nohash_0.wav,-7050711381917818131,zero,8000
137,speech_commands_v0.01/zero/8134f43f_nohash_1.wav,6540540537056433126,zero,8000
138,speech_commands_v0.01/zero/31583d30_nohash_1.wav,2588327272723921404,zero,8000
139,speech_commands_v0.01/zero/98582fee_nohash_0.wav,-6909897092948123632,zero,8000
140,speech_commands_v0.01/zero/84d1e469_nohash_2.wav,-3636956842181978221,zero,8000
141,speech_commands_v0.01/zero/8012c69d_nohash_2.wav,9215328094714107468,zero,8000
142,speech_commands_v0.01/zero/dc75148d_nohash_1.wav,-4882561375775921893,zero,8000
143,speech_commands_v0.01/zero/cab100c9_nohash_0.wav,3385880038173845743,zero,8000
144,speech_commands_v0.01/zero/65f2531f_nohash_0.wav,-6072464888291076286,zero,8000
145,speech_commands_v0.01/zero/a5609cce_nohash_1.wav,3370917509843283637,zero,8000
146,speech_commands_v0.01/zero/409c962a_nohash_0.wav,-3802554382496377034,zero,8000
147,speech_commands_v0.01/zero/686d030b_nohash_0.wav,8541026102085365176,zero,8000
148,speech_commands_v0.01/zero/39999a0f_nohash_0.wav,-4882803397239960811,zero,8000
149,speech_commands_v0.01/zero/229978fd_nohash_2.wav,7749500041667732624,zero,8000
150,speech_commands_v0.01/zero/708a9569_nohash_0.wav,1329626508678851670,zero,8000
151,speech_commands_v0.01/zero/5184ed3e_nohash_0.wav,876568454976128508,zero,8000
152,speech_commands_v0.01/zero/a8ee11c7_nohash_0.wav,5927343748589756297,zero,8000
153,speech_commands_v0.01/zero/68dd409e_nohash_0.wav,8761117470229622960,zero,8000
154,speech_commands_v0.01/zero/742d6431_nohash_2.wav,-2168409468976390102,zero,8000
155,speech_commands_v0.01/zero/62581901_nohash_1.wav,-7769322231339188824,zero,8000
156,speech_commands_v0.01/zero/af405b69_nohash_2.wav,2050365353703862718,zero,8000
157,speech_commands_v0.01/zero/563aa4e6_nohash_3.wav,1026110595026976249,zero,8000
158,speech_commands_v0.01/zero/97f4c236_nohash_3.wav,-1786623198291900294,zero,8000
159,speech_commands_v0.01/zero/b87bdb22_nohash_0.wav,-4338671155804857232,zero,8000
160,speech_commands_v0.01/zero/6a27a9bf_nohash_1.wav,-2158916571822718948,zero,8000
161,speech_commands_v0.01/zero/fac74f6a_nohash_0.wav,6171696089502716362,zero,8000
162,speech_commands_v0.01/zero/2f813234_nohash_0.wav,-919763803901132168,zero,8000
163,speech_commands_v0.01/zero/439c84f4_nohash_0.wav,-117458235889933376,zero,8000
164,speech_commands_v0.01/zero/6272b231_nohash_0.wav,6351955011230667189,zero,8000
165,speech_commands_v0.01/zero/8d4cdc60_nohash_0.wav,152863558175751342,zero,8000
166,speech_commands_v0.01/zero/988e2f9a_nohash_1.wav,2026480926143413090,zero,8000
167,speech_commands_v0.01/zero/37e8db82_nohash_0.wav,3285407772314744673,zero,7802
168,speech_commands_v0.01/zero/439c84f4_nohash_2.wav,3288665538007837340,zero,8000
169,speech_commands_v0.01/zero/c518d1b1_nohash_0.wav,5365000795334644098,zero,8000
170,speech_commands_v0.01/zero/48bfde8e_nohash_0.wav,-7129603776356179960,zero,8000
171,speech_commands_v0.01/zero/fde2dee7_nohash_1.wav,6753664559942482460,zero,6316
172,speech_commands_v0.01/zero/742d6431_nohash_0.wav,-6347022176533361734,zero,8000
173,speech_commands_v0.01/zero/6b7d5101_nohash_0.wav,-2177368636054078833,zero,8000
174,speech_commands_v0.01/zero/042186b8_nohash_1.wav,-2810708595511346002,zero,8000
175,speech_commands_v0.01/zero/62ff07ef_nohash_0.wav,-2626474935388353357,zero,8000
176,speech_commands_v0.01/zero/b87bdb22_nohash_2.wav,6806992816500287378,zero,8000
177,speech_commands_v0.01/zero/97f4c236_nohash_1.wav,-4201029631519490108,zero,8000
178,speech_commands_v0.01/zero/86402da1_nohash_0.wav,-2038174854407014423,zero,8000
179,speech_commands_v0.01/zero/563aa4e6_nohash_1.wav,6910917555967838364,zero,8000
180,speech_commands_v0.01/zero/af405b69_nohash_0.wav,7006818790888917931,zero,8000
181,speech_commands_v0.01/zero/229978fd_nohash_0.wav,6267581043588365421,zero,8000
182,speech_commands_v0.01/zero/39999a0f_nohash_2.wav,7224719422172788451,zero,8000
183,speech_commands_v0.01/zero/f852895b_nohash_1.wav,-4555116160477074351,zero,8000
184,speech_commands_v0.01/zero/b487da60_nohash_0.wav,682335057687871159,zero,8000
185,speech_commands_v0.01/zero/a24582a0_nohash_0.wav,-4074493320624953124,zero,8000
186,speech_commands_v0.01/zero/adebe223_nohash_0.wav,-3137290889363012400,zero,8000
187,speech_commands_v0.01/zero/8a28231e_nohash_0.wav,-7716599907166496214,zero,8000
188,speech_commands_v0.01/zero/65c73b55_nohash_0.wav,-8432910277946918980,zero,8000
189,speech_commands_v0.01/zero/4beff0c5_nohash_0.wav,8441715530189192313,zero,7168
190,speech_commands_v0.01/zero/8012c69d_nohash_0.wav,5665249592986130839,zero,8000
191,speech_commands_v0.01/zero/686d030b_nohash_2.wav,-5818240568075464489,zero,8000
192,speech_commands_v0.01/zero/cab100c9_nohash_2.wav,2798049452026831553,zero,8000
193,speech_commands_v0.01/zero/325a0c39_nohash_1.wav,1739451809770314751,zero,8000
194,speech_commands_v0.01/zero/dd086776_nohash_2.wav,6204356227535934173,zero,8000
195,speech_commands_v0.01/zero/84d1e469_nohash_0.wav,668878441681432071,zero,8000
196,speech_commands_v0.01/zero/8134f43f_nohash_3.wav,7073665263008585304,zero,8000
197,speech_commands_v0.01/zero/0d393936_nohash_1.wav,4514766797468914966,zero,8000
198,speech_commands_v0.01/zero/9b402bc2_nohash_0.wav,9098537625309074498,zero,8000
199,speech_commands_v0.01/zero/f33660af_nohash_0.wav,3552922062433614175,zero,8000
200,speech_commands_v0.01/zero/b43c8f2f_nohash_2.wav,8427038731355058777,zero,8000
201,speech_commands_v0.01/zero/a6d586b7_nohash_2.wav,-2799727064746623418,zero,8000
202,speech_commands_v0.01/zero/5b1db3ee_nohash_0.wav,2966191709806406781,zero,8000
203,speech_commands_v0.01/zero/9acd0254_nohash_1.wav,-5921167255563074922,zero,8000
204,speech_commands_v0.01/zero/712e4d58_nohash_1.wav,390850760540384785,zero,8000
205,speech_commands_v0.01/zero/92b2bf59_nohash_0.wav,-3651514890876142086,zero,8000
206,speech_commands_v0.01/zero/c1d39ce8_nohash_5.wav,-3887438449587396209,zero,8000
207,speech_commands_v0.01/zero/4634529e_nohash_0.wav,-7552984095711105402,zero,5462
208,speech_commands_v0.01/zero/44260689_nohash_0.wav,3619592394901978000,zero,8000
209,speech_commands_v0.01/zero/e1469561_nohash_2.wav,533145330114586244,zero,8000
210,speech_commands_v0.01/zero/10467b06_nohash_1.wav,7108075019540513195,zero,8000
211,speech_commands_v0.01/zero/8b775397_nohash_0.wav,-4037582378011996530,zero,8000
212,speech_commands_v0.01/zero/9aa21fa9_nohash_2.wav,-7200127922165567759,zero,8000
213,speech_commands_v0.01/zero/da1d320c_nohash_2.wav,-7687106921407307423,zero,8000
214,speech_commands_v0.01/zero/7fd25f7c_nohash_1.wav,-3892723247863585636,zero,8000
215,speech_commands_v0.01/zero/65ec06e5_nohash_0.wav,239464791084819831,zero,8000
216,speech_commands_v0.01/zero/ff63ab0b_nohash_0.wav,-4198913093091965623,zero,8000
217,speech_commands_v0.01/zero/9f63152b_nohash_0.wav,-6210069120141446563,zero,8000
218,speech_commands_v0.01/zero/5c8af87a_nohash_3.wav,-1678897466744250425,zero,8000
219,speech_commands_v0.01/zero/f9af823e_nohash_1.wav,1526107734160661522,zero,8000
220,speech_commands_v0.01/zero/7ca023e2_nohash_0.wav,-3581700342682675956,zero,8000
221,speech_commands_v0.01/zero/ccfd721c_nohash_0.wav,4478390396247616616,zero,8000
222,speech_commands_v0.01/zero/b1114e4f_nohash_0.wav,7794468539933778507,zero,8000
223,speech_commands_v0.01/zero/692a88e6_nohash_4.wav,-4163970386525940183,zero,8000
224,speech_commands_v0.01/zero/fb24c826_nohash_0.wav,-6520232685647574891,zero,8000
225,speech_commands_v0.01/zero/caa4779f_nohash_0.wav,4717096356874380740,zero,8000
226,speech_commands_v0.01/zero/6794a793_nohash_0.wav,4770958990350017159,zero,8000
227,speech_commands_v0.01/zero/d6360b32_nohash_0.wav,1464393387901255360,zero,7851
228,speech_commands_v0.01/zero/e41a903b_nohash_4.wav,-6225461692732847714,zero,8000
229,speech_commands_v0.01/zero/421ed23f_nohash_3.wav,-8496775310260616630,zero,8000
230,speech_commands_v0.01/zero/eb3f7d82_nohash_2.wav,-3716010980886225297,zero,8000
231,speech_commands_v0.01/zero/bdee441c_nohash_4.wav,5269294604433454209,zero,8000
232,speech_commands_v0.01/zero/23059a35_nohash_0.wav,5726371580756380525,zero,8000
233,speech_commands_v0.01/zero/f5e5e8b0_nohash_1.wav,-6742723687170473813,zero,7802
234,speech_commands_v0.01/zero/c4500713_nohash_0.wav,-5382429274074200607,zero,8000
235,speech_commands_v0.01/zero/b087aa0e_nohash_2.wav,3943880314267384395,zero,8000
236,speech_commands_v0.01/zero/3f2b358d_nohash_1.wav,1356664384251087627,zero,8000
237,speech_commands_v0.01/zero/d37e4bf1_nohash_1.wav,-2922537798489787881,zero,8000
238,speech_commands_v0.01/zero/5e033479_nohash_0.wav,-4518929868427189165,zero,8000
239,speech_commands_v0.01/zero/df1d5024_nohash_1.wav,-6472426135400110630,zero,8000
240,speech_commands_v0.01/zero/c1e0e8e3_nohash_1.wav,-6020865416349778521,zero,8000
241,speech_commands_v0.01/zero/b36c27c2_nohash_0.wav,3775893244813069939,zero,7851
242,speech_commands_v0.01/zero/17f0e206_nohash_0.wav,6863839495785979345,zero,7510
243,speech_commands_v0.01/zero/e9287461_nohash_0.wav,8728896632106838069,zero,8000
244,speech_commands_v0.01/zero/acde7e73_nohash_0.wav,-4887014778382106947,zero,8000
245,speech_commands_v0.01/zero/24694eb6_nohash_0.wav,-107221006962743944,zero,8000
246,speech_commands_v0.01/zero/f8f60f59_nohash_4.wav,-3752978837077069656,zero,8000
247,speech_commands_v0.01/zero/e9287461_nohash_1.wav,8229445200978280069,zero,8000
248,speech_commands_v0.01/zero/b36c27c2_nohash_1.wav,-7686219448022372532,zero,8000
249,speech_commands_v0.01/zero/c1e0e8e3_nohash_0.wav,8564490229523322559,zero,8000
250,speech_commands_v0.01/zero/df1d5024_nohash_0.wav,-4294362096992038086,zero,8000
251,speech_commands_v0.01/zero/3f2b358d_nohash_0.wav,139031205652578391,zero,8000
252,speech_commands_v0.01/zero/d37e4bf1_nohash_0.wav,8253034579122122160,zero,7802
253,speech_commands_v0.01/zero/c4500713_nohash_1.wav,-24919907019979736,zero,8000
254,speech_commands_v0.01/zero/f5e5e8b0_nohash_0.wav,-3814744669583534899,zero,8000
255,speech_commands_v0.01/zero/b087aa0e_nohash_3.wav,5785190448446397176,zero,8000
256,speech_commands_v0.01/zero/d91a159e_nohash_0.wav,-4797116224121327676,zero,7168
257,speech_commands_v0.01/zero/ab81c9c8_nohash_0.wav,-8765920303241240023,zero,7802
258,speech_commands_v0.01/zero/421ed23f_nohash_2.wav,7003409929749371944,zero,8000
259,speech_commands_v0.01/zero/7ea032f3_nohash_4.wav,-8582717917781438247,zero,8000
260,speech_commands_v0.01/zero/0d2bcf9d_nohash_0.wav,3868762160314417921,zero,8000
261,speech_commands_v0.01/zero/eb3f7d82_nohash_3.wav,6457304191853810875,zero,8000
262,speech_commands_v0.01/zero/d6360b32_nohash_1.wav,-6545416435405839575,zero,8000
263,speech_commands_v0.01/zero/06076b6b_nohash_0.wav,-6836901391355386556,zero,6486
264,speech_commands_v0.01/zero/c205e625_nohash_0.wav,1385625993350271675,zero,8000
265,speech_commands_v0.01/zero/745a8e32_nohash_0.wav,4010703239008579282,zero,8000
266,speech_commands_v0.01/zero/ccfd721c_nohash_1.wav,-508673352565449160,zero,8000
267,speech_commands_v0.01/zero/f4386675_nohash_0.wav,2967153568339709287,zero,8000
268,speech_commands_v0.01/zero/10ace7eb_nohash_4.wav,-2742269275186046024,zero,8000
269,speech_commands_v0.01/zero/f9af823e_nohash_0.wav,133638701556285380,zero,8000
270,speech_commands_v0.01/zero/5c8af87a_nohash_2.wav,1150681916127309189,zero,8000
271,speech_commands_v0.01/zero/7fd25f7c_nohash_0.wav,-8804151480193215986,zero,8000
272,speech_commands_v0.01/zero/ff63ab0b_nohash_1.wav,-7842436140615008461,zero,6486
273,speech_commands_v0.01/zero/da1d320c_nohash_3.wav,7287988180834118921,zero,8000
274,speech_commands_v0.01/zero/9aa21fa9_nohash_3.wav,-6399949557878728836,zero,8000
275,speech_commands_v0.01/zero/10467b06_nohash_0.wav,673713984463625518,zero,8000
276,speech_commands_v0.01/zero/4634529e_nohash_1.wav,-5456404564890221547,zero,6827
277,speech_commands_v0.01/zero/c0e8f5a1_nohash_0.wav,4724919863516761883,zero,8000
278,speech_commands_v0.01/zero/c1d39ce8_nohash_4.wav,4719609293731577584,zero,8000
279,speech_commands_v0.01/zero/e1469561_nohash_3.wav,-27299258294410697,zero,8000
280,speech_commands_v0.01/zero/44260689_nohash_1.wav,5443428625957578720,zero,8000
281,speech_commands_v0.01/zero/3a33d3a4_nohash_0.wav,3800980304938000923,zero,8000
282,speech_commands_v0.01/zero/92b2bf59_nohash_1.wav,-3608717061828727547,zero,8000
283,speech_commands_v0.01/zero/9acd0254_nohash_0.wav,-6195946707610212255,zero,8000
284,speech_commands_v0.01/zero/a6d586b7_nohash_3.wav,6536910027929715336,zero,8000
285,speech_commands_v0.01/zero/712e4d58_nohash_0.wav,8454911441867777892,zero,8000
286,speech_commands_v0.01/zero/721f767c_nohash_0.wav,-8741594490055949311,zero,8000
287,speech_commands_v0.01/zero/49af4432_nohash_4.wav,4173164507111758165,zero,8000
288,speech_commands_v0.01/zero/0d393936_nohash_0.wav,1895110367907292710,zero,8000
289,speech_commands_v0.01/zero/b43c8f2f_nohash_3.wav,-666175500018612973,zero,8000
290,speech_commands_v0.01/zero/f33660af_nohash_1.wav,-2260530909100734420,zero,8000
291,speech_commands_v0.01/zero/dbaf8fc6_nohash_0.wav,8357998731209507403,zero,6144
292,speech_commands_v0.01/zero/84d1e469_nohash_1.wav,-4298256422886161437,zero,8000
293,speech_commands_v0.01/zero/8134f43f_nohash_2.wav,-7205804622523730040,zero,8000
294,speech_commands_v0.01/zero/44f68a83_nohash_0.wav,8990563388938751157,zero,8000
295,speech_commands_v0.01/zero/686d030b_nohash_3.wav,1595361721399597402,zero,8000
296,speech_commands_v0.01/zero/325a0c39_nohash_0.wav,-8841928358658140741,zero,8000
297,speech_commands_v0.01/zero/590750e8_nohash_0.wav,5856803579118172117,zero,8000
298,speech_commands_v0.01/zero/a5609cce_nohash_2.wav,-9155220411077146585,zero,7802
299,speech_commands_v0.01/zero/5fadb538_nohash_4.wav,-3602997123354332256,zero,8000
300,speech_commands_v0.01/zero/4beff0c5_nohash_1.wav,-5836832524786639245,zero,5462
301,speech_commands_v0.01/zero/8012c69d_nohash_1.wav,-586048074317370512,zero,8000
302,speech_commands_v0.01/zero/229978fd_nohash_1.wav,6332447732658671264,zero,8000
303,speech_commands_v0.01/zero/e9901cf0_nohash_0.wav,1160670926528682803,zero,8000
304,speech_commands_v0.01/zero/b487da60_nohash_1.wav,-1246848530495502655,zero,8000
